postid;code1;code2;title;image;a1;v1;a2;v2;a3;v3;a4;v4;a5;v5;a6;v6
6401;ΛΑΜ/3106-Κ;ΛΑΜ/3106-Κ;Λάμπα Led Festoon Κόκκινη;λαμπες-σκαφων-led-2.jpg;Υψος;2.6cm;Dc;10-30v;;;;;;;;
6403;ΛΑΜ/3106-Π;ΛΑΜ/3106-Π;Λάμπα Led Festoon Πράσινη;λαμπες-σκαφων-led-2.jpg;Υψος;2.6cm;Dc;10-30v;;;;;;;;
6404;ΛΑΜ/3112Π;ΛΑΜ/3112Π;Λάμπα Led G4 Λευκή πλάγιο καρφί;λαμπες-σκαφων-3.jpg;Διάμετρος;3cm;Dc;10-30v;;;;;;;;
6407;ΛΑΜ-3112Κ;ΛΑΜ-3112Κ;Λάμπα Led G4 Λευκή κάθετο καρφί;λαμπες-σκαφων-led-5.jpg;Διάμετρος;3cm;Dc;10-30v;;;;;;;;
6410;ΛΑΜ/3104;ΛΑΜ/3104;Λάμπα Led G4 Λευκή  καρφί;λαμπες-σκαφων-led-7-1.jpg;Ύψος;3cm;Dc;12v;;;;;;;;
6413;ΛΑΜ/3118-Λ;ΛΑΜ/3118-Λ;Λάμπα Led cluster Λευκή  καρφί παράλληλα pin;λαμπες-σκαφων-led-8.jpg;Ύψος;5cm;Dc;10-30v;;;;;;;;
6415;ΛΑΜ/3118-Λ-Π;ΛΑΜ/3118-Λ-Π;Λάμπα Led cluster Λευκή  καρφί παράλληλα Pin;λαμπες-σκαφων-led-9.jpg;Ύψος;5cm;Dc;10-30v;;;;;;;;
6417;ΛΑΜ/3118-Κ;ΛΑΜ/3118-Κ;Λάμπα Led cluster κόκκινη καρφί μη παράλληλα pin;λαμπες-σκαφων-led-10.jpg;Ύψος;5cm;Dc;10-30v;;;;;;;;
6419;ΛΑΜ/3118-Π;ΛΑΜ/3118-Π;Λάμπα Led cluster πράσινη καρφί μη παράλληλα pin;λαμπες-σκαφων-led-10.jpg;Ύψος;5cm;Dc;10-30v;;;;;;;;
6420;ΛΑΜ/3115;ΛΑΜ/3115;Λάμπα Led G4 με γυαλί λευκή κάθετο καρφί;λαμπες-σκαφων-led-12.jpg;Διάμετρος;3cm;Dc;10-30v;;;;;;;;
6422;ΜΙΛ/3274055;ΜΙΛ/3274055;Μιλιόμετρο λευκό;οργανα-σκαφων-1.jpg;Διάμετρος;84mm;;;;;;;;;;
6424;ΜΙΛ/3280055;ΜΙΛ/3280055;Μιλιόμετρο μαύρο;οργανα-σκαφων-2.jpg;Διάμετρος;84mm;;;;;;;;;;
6426;ΣΤΡΟΦ/3274601;ΣΤΡΟΦ/3274601;Στροφόμετρα λευκά;οργανα-σκαφων-3.jpg;Διάμετρος;84mm;;;;;;;;;;
6429;ΣΤΡΟΦ/3280601;ΣΤΡΟΦ/3280601;Στροφόμετρα μαύρα;οργανα-σκαφων-4.jpg;Διάμετρος;84mm;;;;;;;;;;
6431;ΣΤΡΟΦ/3280600;ΣΤΡΟΦ/3280600;Στροφόμετρα μαύρα;οργανα-σκαφων-5.jpg;Διάμετρος;84mm;;;;;;;;;;
6433;ΣΤΡΟΦ/3274600;ΣΤΡΟΦ/3274600;Στροφόμετρα λευκά;οργανα-σκαφων-6.jpg;Διάμετρος;84mm;;;;;;;;;;
6435;ΔΕΙΚ/3274656;ΔΕΙΚ/3274656;Δείκτης καυσίμων λευκός;οργανα-σκαφων-9.jpg;Διάμετρος;52mm;;;;;;;;;;
6437;ΔΕΙΚ/3280656;ΔΕΙΚ/3280656;Δείκτης καυσίμων μαύρος;οργανα-σκαφων-8.jpg;Διάμετρος;52mm;;;;;;;;;;
6439;ΔΕΙΚ/3232656;ΔΕΙΚ/3232656;Δείκτης καυσίμων ανοξείδωτος;οργανα-σκαφων-7.jpg;Διάμετρος;52mm;;;;;;;;;;
6441;ΔΕΙ/2742701;ΔΕΙ/2742701;Δείκτης καυσίμων μαύρος Ισπανίας;οργανα-σκαφων-10.jpg;Διάμετρος;52mm;;;;;;;;;;
6443;ΔΕΙ/2752701;ΔΕΙ/2752701;Δείκτης καυσίμων λευκός Ισπανίας;οργανα-σκαφων-11.jpg;Διάμετρος;52mm;;;;;;;;;;
6445;ΔΕΙΚ/3280520;ΔΕΙΚ/3280520;Δείκτης στάθμης νερού μαύρος;οργανα-σκαφων-12.jpg;Διάμετρος;52mm;;;;;;;;;;
6447;ΔΕΙΚ/3274520;ΔΕΙΚ/3274520;Δείκτης στάθμης νερού λευκός;οργανα-σκαφων-13.jpg;Διάμετρος;52mm;;;;;;;;;;
6450;ΔΕΙ/2742801;ΔΕΙ/2742801;Δείκτης στάθμης νερού μαύρος Ισπανίας;οργανα-σκαφων-14.jpg;Διάμετρος;52mm;;;;;;;;;;
6452;ΔΕΙ/2752801;ΔΕΙ/2752801;Δείκτης στάθμης νερού λευκός Ισπανίας;οργανα-σκαφων-15.jpg;Διάμετρος;52mm;;;;;;;;;;
6454;ΑΜΠ/3274532;ΑΜΠ/3274532;Αμπερόμετρο λευκό;οργανα-σκαφων-16.jpg;Διάμετρος;52mm;;;;;;;;;;
6456;ΑΜΠ/3280532;ΑΜΠ/3280532;Αμπερόμετρο μαύρο;οργανα-σκαφων-17.jpg;Διάμετρος;52mm;;;;;;;;;;
6459;ΩΡ/3274530;ΩΡ/3274530;Ωρόμετρο λευκό;οργανα-σκαφων-18.jpg;Διάμετρος;52mm;;;;;;;;;;
6461;ΩΡ/3280530;ΩΡ/3280530;Ωρόμετρο μαύρο;οργανα-σκαφων-19.jpg;Διάμετρος;52mm;;;;;;;;;;
6463;ΔΕΙΚ/3276533;ΔΕΙΚ/3276533;Δείκτης θερμοκρασίας λαδιού λευκός;οργανα-σκαφων-20.jpg;Διάμετρος;52mm;;;;;;;;;;
6465;ΔΕΙΚ/3280533;ΔΕΙΚ/3280533;Δείκτης θερμοκρασίας λαδιού μαύρος;οργανα-σκαφων-21.jpg;Διάμετρος;52mm;;;;;;;;;;
6467;ΔΕΙΚ/3274120;ΔΕΙΚ/3274120;Δείκτης θερμοκρασίας νερού λευκός;οργανα-σκαφων-22.jpg;Διάμετρος;52mm;;;;;;;;;;
6469;ΔΕΙΚ/3227120;ΔΕΙΚ/3227120;Δείκτης θερμοκρασίας  νερού μαύρος;οργανα-σκαφων-23.jpg;Διάμετρος;52mm;;;;;;;;;;
6471;ΔΕΙΚ/2743801;ΔΕΙΚ/2743801;Δείκτης στάθμης λυμάτων  μαύρος;οργανα-σκαφων-24-1.jpg;Διάμετρος;52mm;;;;;;;;;;
6474;ΔΕΙΚ/2753801;ΔΕΙΚ/2753801;Δείκτης στάθμης λυμάτων  λευκός;οργανα-σκαφων-25.jpg;Διάμετρος;52mm;;;;;;;;;;
6476;ΔΕΙΚ/2715900;ΔΕΙΚ/2715900;Δείκτης καυσίμων μαύρος;οργανα-σκαφων-26.jpg;Διάμετρος;52mm;;;;;;;;;;
6482;ΒΟΛΤ/3274018;ΒΟΛΤ/3274018;Βολτόμετρο λευκό;οργανα-σκαφων-28.jpg;Διάμετρος;52mm;;;;;;;;;;
6484;ΒΟΛΤ/3280018;ΒΟΛΤ/3280018;Βολτόμετρο μαύρο;οργανα-σκαφων-29.jpg;Διάμετρος;52mm;;;;;;;;;;
6494;ΦΛΟ/5020225;ΦΛΟ/5020225;Φλοτέρ λυμάτων κλειστού τύπου;οργανα-σκαφων-31.jpg;Μήκος;25cm;;;;;;;;;;
6496;ΦΛΟ/5020228;ΦΛΟ/5020228;Φλοτέρ λυμάτων κλειστού τύπου;οργανα-σκαφων-31.jpg;Μήκος;28cm;;;;;;;;;;
6497;ΦΛΟ/5020232;ΦΛΟ/5020232;Φλοτέρ λυμάτων κλειστού τύπου;οργανα-σκαφων-31.jpg;Μήκος;32cm;;;;;;;;;;
6498;ΦΛΟ/5020238;ΦΛΟ/5020238;Φλοτέρ λυμάτων κλειστού τύπου;οργανα-σκαφων-31.jpg;Μήκος;38cmc;;;;;;;;;;
6499;ΦΛΟ/2716015;ΦΛΟ/2716015;Φλοτέρ στάθμης 240-33 Ω;οργανα-σκαφων-36.jpg;Μήκος;15cm;;;;;;;;;;
6501;ΦΛΟ/2716115;ΦΛΟ/2716115;Φλοτέρ στάθμης 10-180 Ω;οργανα-σκαφων-36.jpg;Μήκος;15cm;;;;;;;;;;
6502;ΦΛΟ/2716020;ΦΛΟ/2716020;Φλοτέρ στάθμης 240-33 Ω;οργανα-σκαφων-36.jpg;Μήκος;20cm;;;;;;;;;;
6503;ΦΛΟ/2716120;ΦΛΟ/2716120;Φλοτέρ στάθμης 10-180 Ω;οργανα-σκαφων-36.jpg;Μήκος;20cm;;;;;;;;;;
6504;ΦΛΟ/2716025;ΦΛΟ/2716025;Φλοτέρ στάθμης 240-33 Ω;οργανα-σκαφων-36.jpg;Μήκος;25cm;;;;;;;;;;
6505;ΦΛΟ/2716125;ΦΛΟ/2716125;Φλοτέρ στάθμης 10-180 Ω;οργανα-σκαφων-36.jpg;Μήκος;25cm;;;;;;;;;;
6506;ΦΛΟ/2716130;ΦΛΟ/2716130;Φλοτέρ στάθμης 10-180 Ω;οργανα-σκαφων-36.jpg;Μήκος;30cm;;;;;;;;;;
6507;ΦΛΟ/2716030;ΦΛΟ/2716030;Φλοτέρ στάθμης 240-33 Ω;οργανα-σκαφων-36.jpg;Μήκος;30cm;;;;;;;;;;
6508;ΦΛΟ/2716135;ΦΛΟ/2716135;Φλοτέρ στάθμης 10-180 Ω;οργανα-σκαφων-36.jpg;Μήκος;35cm;;;;;;;;;;
6509;ΦΛΟ/2716035;ΦΛΟ/2716035;Φλοτέρ στάθμης 240-33 Ω;οργανα-σκαφων-36.jpg;Μήκος;35cm;;;;;;;;;;
6510;ΦΛΟ/2716140;ΦΛΟ/2716140;Φλοτέρ στάθμης 10-180 Ω;οργανα-σκαφων-36.jpg;Μήκος;40cm;;;;;;;;;;
6511;ΦΛΟ/2716040;ΦΛΟ/2716040;Φλοτέρ στάθμης 240-33 Ω;οργανα-σκαφων-36.jpg;Μήκος;40cm;;;;;;;;;;
6512;ΦΛΟ/2716050;ΦΛΟ/2716050;Φλοτέρ στάθμης 240-33 Ω;οργανα-σκαφων-36.jpg;Μήκος;50cm;;;;;;;;;;
6513;ΦΛΟ/2716150;ΦΛΟ/2716150;Φλοτέρ στάθμης 10-180 Ω;οργανα-σκαφων-36.jpg;Μήκος;50cm;;;;;;;;;;
6514;ΦΛΟ/2716060;ΦΛΟ/2716060;Φλοτέρ στάθμης 240-33 Ω;οργανα-σκαφων-36.jpg;Μήκος;60cm;;;;;;;;;;
6515;ΦΛΟ/2716160;ΦΛΟ/2716160;Φλοτέρ στάθμης 10-180 Ω;οργανα-σκαφων-36.jpg;Μήκος;60cm;;;;;;;;;;
6516;ΦΛΟ/2716070;ΦΛΟ/2716070;Φλοτέρ στάθμης 240-33 Ω;οργανα-σκαφων-36.jpg;Μήκος;70cm;;;;;;;;;;
6517;ΦΛΟ/2716170;ΦΛΟ/2716170;Φλοτέρ στάθμης 10-180 Ω;οργανα-σκαφων-36.jpg;Μήκος;70cm;;;;;;;;;;
6518;ΦΑΝ/ΗΛ/ΛΕΥ;ΦΑΝ/ΗΛ/ΛΕΥ;Ηλιακά φώτα ;φωτα-σκαφων-37.jpg;Υψος;16cm;;;;;;;;;;
6521;ΦΑΝ/ΗΛ/ΚΟΚ;ΦΑΝ/ΗΛ/ΚΟΚ;Ηλιακά φώτα ;φωτα-σκαφων-37.jpg;Ύψος;16cm;;;;;;;;;;
6522;ΦΑΝ/ΗΛ/ΠΡΑ;ΦΑΝ/ΗΛ/ΠΡΑ;Ηλιακά φώτα ;φωτα-σκαφων-37.jpg;Ύψος;16cm;;;;;;;;;;
6523;ΗΛ/ΦΩΣ/1015;ΗΛ/ΦΩΣ/1015;Ηλιακό φως λευκό/μπλε;φωτα-σκαφων-35.jpg;Διαστάσεις;14.5x9.5cm;;;;;;;;;;
6527;ΦΑΝ/ΠΡΑ/35;ΦΑΝ/ΠΡΑ/35;Φανός πλευρικός πράσινος -35 μέτρα;φωτα-σκαφων-41.jpg;Μήκος σκάφους;35 μέτρα;Υψος;17.5cm;Dc;12v;;;;;;
6529;ΦΑΝ/ΚΟΚ/35;ΦΑΝ/ΚΟΚ/35;Φανός πλευρικός κόκκινος -35 μέτρα;φωτα-σκαφων-40.jpg;Μήκος σκάφους;35 μέτρα;Υψος;17.5cm;Dc;12v;;;;;;
6533;ΥΠ/LED/92;ΥΠ/LED/92;Υποβρύχιo λευκό φως σκαφών Neptune;φωτα-σκαφων-40-1.jpg;Dc;10-30v;Διαστάσεις;15cmx4cm;;;;;;;;
6536;ΥΠ/LED/92M;ΥΠ/LED/92M;Υποβρύχιo μπλε φως σκαφών Neptune;φωτα-σκαφων-40-1.jpg;Dc;10-30v;Διαστάσεις;15cmx4cm;;;;;;;;
6537;ΗΧ/6052;ΗΧ/6052;Ηχεία σκαφών αδιάβροχα;ηχεια-σκαφων-1.jpg;Ισχύς;80 watt/τμχ;Διάμετρος;15cm;Συχνότητα;80-18000 HZ;;;;;;
6540;ΗΧ/6062;ΗΧ/6062;Ηχεία σκαφών αδιάβροχα;ηχεια-σκαφων-1.jpg;Ισχύς;120 watt/τμχ;Διάμετρος;18cm;Συχνότητα;80-18000 HZ;;;;;;
6541;ΗΧ/4645074;ΗΧ/4645074;Ηχείο βάσης vhf σκαφών;ηχεια-σκαφων-3.jpg;Μήκος;6cm;;;;;;;;;;
6543;ΘΗΚ/3000;ΘΗΚ/3000;Θήκη ραδιοφώνου εξωτερική;θηκες-κασσετοφωνου-1.jpg;Διαστάσεις;23x9cm;;;;;;;;;;
6545;ΘΗΚ/734;ΘΗΚ/734;Θήκη ραδιοφώνου χωνευτή;θηκες-ραδιοφωνου-2.jpg;Διαστάσεις;24x9cm;;;;;;;;;;
6548;ΘΗΚ/2000;ΘΗΚ/2000;Θήκη ραδιοφώνου βάσης με κουτί;θηκες-ραδιοφωνου-10.jpg;Διαστάσεις;24x9x25cm;;;;;;;;;;
6551;ΘΗΚ/7000;ΘΗΚ/7000;Θήκη ραδιοφώνου με ηχεία;θηκες-ραδιοφωνου-13.jpg;Διαστάσεις;24x20cm;;;;;;;;;;
6554;ΡΑΔ/804;ΡΑΔ/804;Ραδιόφωνο στρογγυλό με usb;ραδιοφωνα-σκαφων-1.jpg;Διάμετρος τρύπας;76mm;;;;;;;;;;
6556;DJ/1;DJ/1;Ραδιόφωνο φορητό παραλληλόγραμμο;ραδιοφωνα-σκαφων-2.jpg;Διαστάσεις ;15.5cmx6cm;;;;;;;;;;
6558;DJ/2;DJ/2;Ραδιόφωνο φορητό στρογγυλό;ραδιοφωνα-σκαφων-3.jpg;Διάμετρος;7cm;;;;;;;;;;
6572;ΜΑΚ/Α4/Μ/25;ΜΑΚ/Α4/Μ/25;Μακαράδες ανοξείδωτοι μονοί;μακαραδες-1.jpg;Ράουλο;25mm;Φορτίο ασφαλείας;100 κιλά;Σχοινί;6-8mm;;;;;;
6574;ΜΑΚ/Α4/Μ/32;ΜΑΚ/Α4/Μ/32;Μακαράδες ανοξείδωτοι μονοί;μακαραδες-2.jpg;Ράουλο;32mm;Φορτίο ασφαλείας;150 κιλά;Σχοινι;8-10mm;;;;;;
6576;ΜΑΚ/Α4/Μ/50;ΜΑΚ/Α4/Μ/50;Μακαράδες ανοξείδωτοι μονοί;μακαραδες-3.jpg;Ράουλο;50mm;Φορτίο ασφαλείας;250 κιλά;Σχοινί;10-12mm;;;;;;
6652;ΜΑΚ/Α4/Δ/25;ΜΑΚ/Α4/Δ/25;Μακαράδες ανοξείδωτοι διπλοί;μακαραδες-4.jpg;Ράουλο;25mm;Φορτίο ασφαλείας;100 κιλά;Σχοινί;6-8mm;;;;;;
6654;ΜΑΚ/Α4/Δ/32;ΜΑΚ/Α4/Δ/32;Μακαράδες ανοξείδωτοι διπλοί;μακαραδες-5.jpg;Ράουλο;32mm;Φορτίο ασφαλείας;150 κιλά;Σχοινί;8-10mm;;;;;;
6656;ΜΑΚ/Α4/Δ/50;ΜΑΚ/Α4/Δ/50;Μακαράδες ανοξείδωτοι διπλοί;μακαραδες-6.jpg;Ράουλο;50mm;Φορτίο ασφαλείας;250 κιλά;Σχοινί;10-12mm;;;;;;
6658;ΡΑΟΥ/9820;ΡΑΟΥ/9820;Μακαράς ανοξείδωτος μονός ρελιού;μακαραδες-7.jpg;Ράουλο;25mm;;;;;;;;;;
6660;ΡΑΟΥ/11230;ΡΑΟΥ/11230;Μακαράς ανοξείδωτος μονός;μακαραδες-8.jpg;Ράουλο;25mm;;;;;;;;;;
6662;ΜΑΚ/AN/50;ΜΑΚ/AN/50;Μακαράδες ανοξείδωτοι ανοιγόμενοι;μακαραδες-9.jpg;Ράουλο;50mm;;;;;;;;;;
6664;ΜΑΚ/ΑΝ/75;ΜΑΚ/ΑΝ/75;Μακαράδες ανοξείδωτοι ανοιγόμενοι;μακαραδες-10.jpg;Ράουλο;75mm;;;;;;;;;;
6666;MAK/AN/100;MAK/AN/100;Μακαράδες ανοξείδωτοι ανοιγόμενοι;μακαραδες-11.jpg;Ράουλο;100mm;;;;;;;;;;
6668;ΜΑΚ/1530;ΜΑΚ/1530;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-13.jpg;Σχοινί;3-5mm;;;;;;;;;;
6670;ΜΑΚ/7103;ΜΑΚ/7103;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-14.jpg;Ράουλο;19mm;Σχοινί;6mm;Φορτίο ασφαλείας;450κιλά;;;;;;
6672;ΜΑΚ/7129;ΜΑΚ/7129;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-16.jpg;Ράουλο;19mm;Σχοινί;6mm;Φορτίο ασφαλείας;450κιλά;;;;;;
6675;ΜΑΚ/7203;ΜΑΚ/7203;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-15.jpg;Ράουλο;28mm;Σχοινί;8mm;Φορτίο ασφαλείας;450κιλά;;;;;;
6676;ΜΑΚ/7204;ΜΑΚ/7204;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-17.jpg;Ράουλο;28mm;Σχοινί;8mm;Φορτίο ασφαλείας;450κιλά;;;;;;
6678;ΜΑΚ/7228;ΜΑΚ/7228;Μακαράδες ιστιοπλοίας ανοξείδωτοι με φρένο ;μακαραδες-18.jpg;Ράουλο;28mm;Σχοινί;8mm;Φορτίο ασφαλείας;450κιλά;;;;;;
6680;ΜΑΚ/7303;ΜΑΚ/7303;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-19.jpg;Ράουλο;38mm;Σχοινί;10mm;Φορτίο ασφαλείας;450κιλά;;;;;;
6682;ΜΑΚ/7304;ΜΑΚ/7304;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-20.jpg;Ράουλο;38mm;Σχοινί;10mm;Φορτίο ασφαλείας;450κιλά;;;;;;
6684;ΜΑΚ/7403;ΜΑΚ/7403;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-21.jpg;Ράουλο;45mm;Σχοινί;10mm;Φορτίο ασφαλείας;600κιλά;;;;;;
6686;ΜΑΚ/7404;ΜΑΚ/7404;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-22.jpg;Ράουλο;45mm;Σχοινί;10mm;Φορτίο ασφαλείας;600κιλά;;;;;;
6688;ΜΑΚ/7503;ΜΑΚ/7503;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-21.jpg;Ράουλο;57mm;Σχοινί;10mm;Φορτίο ασφαλείας;850κιλά;;;;;;
6689;MAK/7504;MAK/7504;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-23.jpg;Ράουλο;57mm;Σχοινί;10mm;Φορτίο ασφαλείας;850κιλά;;;;;;
6691;ΜΑΚ/7528;ΜΑΚ/7528;Μακαράδες ιστιοπλοίας ανοξείδωτοι με φρένο ;μακαραδες-25.jpg;Ράουλο;57mm;Σχοινί;10mm;Φορτίο ασφαλείας;850κιλά;;;;;;
6693;ΜΑΚ/7603;ΜΑΚ/7603;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-24.jpg;Ράουλο;76mm;Σχοινί;12-14mm;Φορτίο ασφαλείας;1000κιλά;;;;;;
6695;ΜΑΚ/7521;ΜΑΚ/7521;Μακαράς ιστιοπλοίας ανοξείδωτος διπλός κάθετος 10mm;μακαραδες-26.jpg;Ράουλο;57mm;Σχοινί;12mm;Φορτίο ασφαλείας;850 κιλά;;;;;;
6697;ΜΑΚ/7407;ΜΑΚ/7407;Μακαράς δαπέδου ιστιοπλοίας ανοξείδωτος  10mm;μακαραδες-27.jpg;Ράουλο;45mm;Σχοινί;10mm;Φορτίο ασφαλείας;600κιλά;;;;;;
6699;ΡΑΟ/7126;ΡΑΟ/7126;Μακαράς-Ραουλάκι ιστιοπλοίας ανοξείδωτο 6mm;μακαραδες-28.jpg;Ράουλο;19mm;Σχοινί;6mm;Φορτίο ασφαλείας;285κιλά;;;;;;
6701;ΜΑΚ/7311;ΜΑΚ/7311;Μακαράδες ιστιοπλοίας ανοξείδωτοι διπλοί;μακαραδες-29.jpg;Ράουλο;38mm;Σχοινί;10mm;Φορτίο ασφαλείας;450κιλά;;;;;;
6703;ΜΑΚ/7312;ΜΑΚ/7312;Μακαράδες ιστιοπλοίας ανοξείδωτοι διπλοί;μακαραδες-30.jpg;Ράουλο;38mm;Σχοινί;10mm;Φορτίο ασφαλείας;450κιλά;;;;;;
6705;ΜΑΚ/7411;ΜΑΚ/7411;Μακαράδες ιστιοπλοίας ανοξείδωτοι διπλοί;μακαραδες-31.jpg;Ράουλο;45mm;Σχοινί;10mm;Φορτίο ασφαλείας;600κιλά;;;;;;
6707;ΜΑΚ/7412;ΜΑΚ/7412;Μακαράδες ιστιοπλοίας ανοξείδωτοι διπλοί;μακαραδες-32.jpg;Ράουλο;45mm;Σχοινί;10mm;Φορτίο ασφαλείας;600κιλά;;;;;;
6710;ΜΑΚ/7511;ΜΑΚ/7511;Μακαράδες ιστιοπλοίας ανοξείδωτοι διπλοί;μακαραδες-31-1.jpg;Ράουλο;57mm;Σχοινί;12mm;Φορτίο ασφαλείας;850κιλά;;;;;;
6712;ΜΑΚ/7512;ΜΑΚ/7512;Μακαράδες ιστιοπλοίας ανοξείδωτοι διπλοί;μακαραδες-32-2.jpg;Ράουλο;57mm;Σχοινί;12mm;Φορτίο ασφαλείας;850κιλά;;;;;;
6714;ΜΑΚ/7514;ΜΑΚ/7514;Μακαράδες ιστιοπλοίας ανοξείδωτοι τριπλοί;μακαραδες-33.jpg;Ράουλο;57mm;Σχοινί;12mm;Φορτίο ασφαλείας;850κιλά;;;;;;
6716;ΜΑΚ/7515;ΜΑΚ/7515;Μακαράδες ιστιοπλοίας ανοξείδωτοι τριπλοί;μακαραδες-35.jpg;Ράουλο;57mm;Σχοινί;12mm;Φορτίο ασφαλείας;850κιλά;;;;;;
6718;ΜΑΚ/7611;ΜΑΚ/7611;Μακαράδες ιστιοπλοίας ανοξείδωτοι διπλοί;μακαραδες-31-2.jpg;Ράουλο;76mm;Σχοινί;12-14mm;Φορτίο ασφαλείας;1000κιλά;;;;;;
6720;ΜΑΚ/ΡΟΥ/Μ/3;ΜΑΚ/ΡΟΥ/Μ/3;Μακαράδες με ρουλεμάν μονοί;μακαραδες-37.jpg;Ράουλο;75mm;Φορτίο ασφαλείας;500 κιλά;;;;;;;;
6722;ΜΑΚ/ΡΟΥ/Μ/4;ΜΑΚ/ΡΟΥ/Μ/4;Μακαράδες με ρουλεμάν μονοί;μακαραδες-37.jpg;Ράουλο;100mm;Φορτίο ασφαλείας;1000 κιλά;;;;;;;;
6723;ΜΑΚ/ΡΟΥ/Μ/6;ΜΑΚ/ΡΟΥ/Μ/6;Μακαράδες με ρουλεμάν μονοί;μακαραδες-37.jpg;Ράουλο;150mm;Φορτίο ασφαλείας;2000 κιλά;;;;;;;;
6725;ΜΑΚ/ΡΟΥ/Δ/8;ΜΑΚ/ΡΟΥ/Δ/8;Μακαράδες με ρουλεμάν διπλοί;μακαραδες-36.jpg;Ράουλο;200mm;Φορτίο ασφαλείας;4000 κιλά;;;;;;;;
6726;ΜΑΚ/ΡΟΥ/Δ/3;ΜΑΚ/ΡΟΥ/Δ/3;Μακαράδες με ρουλεμάν διπλοί;μακαραδες-36.jpg;Ράουλο;75mm;Φορτίο ασφαλείας;500 κιλά;;;;;;;;
6728;ΜΑΚ/ΡΟΥ/Δ/4;ΜΑΚ/ΡΟΥ/Δ/4;Μακαράδες με ρουλεμάν διπλοί;μακαραδες-36.jpg;Ράουλο;100mm;Φορτίο ασφαλείας;1000 κιλά;;;;;;;;
6729;ΜΑΚ/ΡΟΥ/Δ/6;ΜΑΚ/ΡΟΥ/Δ/6;Μακαράδες με ρουλεμάν διπλοί;μακαραδες-36.jpg;Ράουλο;150mm;Φορτίο ασφαλείας;2000 κιλά;;;;;;;;
6730;ΜΑΚ/ΒΤ/Μ/3;ΜΑΚ/ΒΤ/Μ/3;Μακαράδες γαλβανιζέ βαρέως μονοί;μακαραδες-38.jpg;Ράουλο;75mm;Φορτίο ασφαλείας;200κιλά;Σχονί;12mm;;;;;;
6732;ΜΑΚ/ΒΤ/Μ/4;ΜΑΚ/ΒΤ/Μ/4;Μακαράδες γαλβανιζέ βαρέως μονοί;μακαραδες-38.jpg;Ράουλο;100mm;Φορτίο ασφαλείας;400κιλά;Σχονί;16mm;;;;;;
